TEXT,LOCATION,LABEL
the presence of pchlorophenoxyacetamide was detected in the urine of man receiving iproclozide pchlorophenoxyacetylisopropylhydrazine this new metabolite was identified by combined gasliquid chromatographymass spectrometry and by comparison with the synthetic compound an AGA procedure for the extraction and quantitation of pchlorophenoxyacetamide by gasliquid chromatography on a ovpacked column with the butyl analog of iproclozide as an internal standard has been developed after and mg single dose oral administrations of iproclozide and were slowly excreted in urine as pchlorophenoxyacetamide within and hr respectively T3 mg oral intakes by psychiatric patients the hr urinary excretion of pchlorophenoxyacetamide amounted to about of the iproclozide dose administered,32|82,appropriate|after
repeated oral treatment of male rats with piperazinesubstituted phenothiazine drugs in doses of mgkg or more daily led to an accumulation of metabolites containing an ethylenediamine group instead of the piperazine ring these products of ring degradation with and without removal of the nalkyl group were found together with the parent drugs and their ndealkylated metabolites in CL lung kidney and spleen as well as in brain when high doses were administered after termination of treatment the ethylenediamine derivatives were eliminated more slowly than were their congeners containing the IN piperazine ring parallel observations were made in dogs given fluphenazine in daily doses of up to mgkg quantitative differences were observed in the relative amounts of mono and disubstituted ethylenediamine metabolites accumulated in rat tissues during treatment with the various drugs the proportion of the monosubstituted product formed by ndealkylation and ring cleavage declined in the following order perazine prochlorperazine trifluoperazine fluphenazine perphenazine condensation products of the ethylenediamine derivatives with formaldehyde were split in the extraction procedure used,57|89,liver|intact
difluorophenyl carboxycsalicyclic acid mk was quickly and completely absorbed in rats dogs and man peak levels of plasma radioactivity occurred in hr T3 oral administration the dose was mgkg in rats and dogs and or mg in man most of the drug in plasma was intact mk which was extensively bound to plasma protein in man the peak concentration following the mg dose was approximately times that T3 the lower dose which suggests that absorption rates of both doses were similar elimination of drug from plasma was dosedependent the area under the curve for mkc in plasma was times higher following the mg dose than the mg dose dogs given mgkg orally or intravenously excreted of the dose in the urine and in the feces in hr rats given the same dose level by either route of administration excreted in the urine and in the feces in man approximately of a or mg oral dose was excreted in the urine and in the feces in hr mk and two metabolites were present in the urine of three species the ether and ester glucuronides were identified in human urine the latter metabolite was also identified in rat and dog urine the glycine conjugate of mk was not observed in the urine of the three species no interaction was observed between mk and bishydroxycoumarin in the prothrombin time test nor with tolbutamide in the gl ATT a significant lowering of hexobarbital sleeping time was observed in female but not male rats after four consecutive daily doses of mk after repeated daily administration of mk mgkg the diurnal plasma level in dogs was not significantly altered indicating that no saturation induction or inhibition of its own metabolism took place,22|67|232|233,after|after|glucose|tolerance test
gas chromatographymass spectrometry was used to identify metabolites of spironolactone in human blood and urine in three healthy men about of the radioactivity was excreted in the urine within hr T3 an oral dose of hspironolactone mg muci about half of this radioactivity was extracted with CF at ph and from this extract four stable metabolites were isolated by use of column and TLC two of these were the previously identified metabolites canrenone vii of dose and the betahydroxysulfoxide x of the dose the remaining were the new metabolites alphahydroxycanrenone xi of dose and the betahydroxythiomethyl derivatives vi of dose the principal watersoluble urinary metabolite was canrenoate ester TG xii of dose in the to hr pooled serum canrenone vii was the principal metabolite in the organicextractable fraction vi was present in appreciable amounts but x and xi were present at extremely low C2,30|46|63|108|143,after|chloroform|thinlayer chromatography|glucuronide|levels
after p.o. of clabeled amobarbital to healthy subjects most of the radioactivity was recovered in urine and only in feces over a period of days no unchanged amobarbital was excreted two major metabolites were found and isolated one was hydroxyamobarbital which has been previously identified by maynert the second could be identified as nhydroxyamobarbital on the basis of its spectral and chemical properties,1,oral administration
the metabolism of cgriseofulvin has been compared in rat liver microsomes isolated perfused rat livers and rats with bile duct cannulas in all three preparations desmethylgriseofulvin and desmethylgriseofulvin were the major metabolites the ratio of total desmethylgriseofulvin to desmethylgriseofulvin formed was and in liver microsomes isolated perfused livers and rats with bile duct cannulas respectively T3 a min incubation with liver microsomes most of the GF remained unchanged only small amounts of desmethylgriseofulvin of dose and desmethylgriseofulvin of dose were formed in isolated perfused CL most of the drug of dose was excreted into bile within hr primarily as desmethylgriseofulvin of dose and methylgriseofulvin of dose in animals with bile duct cannulas of the dose was excreted into bile and of the dose into urine within hours in bile of the dose was excreted as desmethylgriseofulvin and of the dose as desmethylgriseofulvin whereas in urine the drug was excreated predominantly as desmethylgriseofulvin of dose with only a small amount of desmethylgriseofulvin of dose during the first hr these results show that there is good rho in the metabolic fate of cgriseofulvin in the liver microsomes isolated perfused liver and rats with bile duct cannulas in addition to the similar ratio of desmethylgriseofulvin to desmethylgriseofulvin there is also an PA in the extent of metabolism and biliary excretion in isolated perfused CL and in rats with bile duct cannulas which suggests that the IPL is an important technique for studying drug metabolism in animals,55|65|84|174|208|220|232,after|griseofulvin|liver|correlation|agreement|liver|isolated perfused liver
an increase in the metabolism of phenacetin to nacetylpaminophenol is correlated with benzoapyrene hydroxylase induction by methylcholanthrene among several inbred mouse strains while the magnitude of induction of phenacetin odealkylation is considerably less than that of BP hydroxylation the data indicate that in mice the metabolism of these two substrates is under similar RII control,36|53,benzoapyrene|regulatory
the enhancing effect of metyrapone upon the phydroxylation of acetanilide has been confirmed with the use of a new gaschromatographic method for the determination of acetaminophen this effect has been shown not to be due to inhibition of hydrolysis of acetaminophen or interference with its determination or to preferential formation of other phenolic metabolites this effect of MET is remarkably substratespecific phenol formation from the homologues of acetanilide formanilide and propionanilide and that from the sulfonamide analog of acetanilide methanesulfonanilide is inhibited by MET over the concentration range in which acetanilide hydroxylation is enhanced the same substrate specificity was observed when the modifier was acetophenone alphaalphadipyridyl however enhances phenol formation from all three carbonacylanilides but does not affect that from methanesulfonanilide,57|83,metyrapone|metyrapone
radioactive carbaryl carbofuran parathion leptophos and ddt were added to cigarettes and the mainstream smoke was directed to the lungs of rats via the tr total radiocarbon transfer to the lungs ranged from to of that in the tobacco burned during a smoking process involving eight ml puffs exhalation of c residues during this time was to of that inhaled with all insecticides except carbofuran of which of the residues was exhaled after hr total exhalation of the consumed radiocarbon was for parathion for carbofuran and approximately for the other products the nature of the c residues inhaled their urinary and fecal excretion and their deposition in and dissipation from various organs and tissues are presented,24,trachea
dichlorocyclopropylphenoxymethylpropanoic acid win was readily absorbed after p.o. in rats rhesus monkeys and human volunteers peak concentrations of drug in plasma were attained within hr of medication the timeconcentration curve of administered drug was biphasic in monkeys and men while in rats the kinetics of a onecompartment model were observed CSD studies of clabeled drug in the rat showed that most of the radioactivity was excreted in the feces and that significant quantities of c were sequestered by depot fat monkeys and human subjects both eliminated win primarily through the kidneys the drug was excreted in rat bile and human urine both as the free acid and conjugated with glucuronic acid at physiological concentrations win was extensively bound to rat monkey and HP proteins a gaschromatographic method for the analysis of drug in plasma urine or bile gave a linear relationship between PH ratios and concentrations in the range of mugml,7|50|122|142,oral administration|distribution|human plasma|peak height
the absorption of dlmethadone from the gastrointestinal tract of the spraguedawley rat was examined by the in vivo segment technique duodenal absorption measured as a CF of time and dose followed firstorder kinetics with a halflife of min absorption was not influenced by prior or concomitant administration of a variety of drugs absorption from other regions of the intestine was similar to that from the duodenum in contrast absorption from the stomach was markedly slower gastric absorption was increased by alkalinization of stomach contents but was still considerably slower than from the duodenum GE of MTD appears to be the ratelimiting step in the overall gastrointestinal absorption of the drug since the rate of emptying following intubation of the drug into the stomach was also considerably slower than the rate of duodenal absorption,25|93|95,function|gastric emptying|methadone
the hr ld of colchicine in newborn rats is mgkg which is about that observed in the AD the hr ld of colchicine was relatively constant in rats over days of age in an attempt to determine the mechanism of the increased sensitivity of the newborn rat to the toxic action of colchicine the distribution of h after the administration of hcolchicine mgkg was measured in and dayold rats the concentration of h was higher in all tissues of the newborn than the AD after ip administration suggesting an immaturity in the pathway for colchicine beta after iv administration radioactivity disappeared much more slowly from the plasma of the newborn rat than from the adult this was due to a lower capacity of the CL of the newborn to concentrate colchicine and to excrete it into the bile development of the hepatic excretory mechanism responsible for excretion of colchicine occurred at the same age as did the increase in ld these results suggest that colchicine is more toxic in the P0 because the drug remains in the body for a longer time due to immaturity of the liver excretory process,17|83|95|124|170,adult|adult|elimination|liver|newborn
a polyoxypropylenepolyoxyethylene block copolymer of about daltons poloxamer pluronic f used in a new protein fractionation procedure may be infused into patients receiving therapeutic plasma fractions we studied the disposition and pharmacokinetics of poloxamer in rats as an initial step towards understanding its SMB in man after iv administration in rats about of or mgkg doses of ethyleneclabeled polymer was excreted in the urine in days about of the label appeared in feces EA CM were not permeable to the CP and only the parent compound was demonstrable in urine twenty hours T3 dosing small residues were detectable only in the kidney CL small intestine and carcass the third phase of the plasma disappearance DP was evident only at the larger dose but plasma disappearance kinetics were independent of the dose in the range used here thus most of poloxamer was eliminated rapidly in rats by renal excretion and a smaller portion probably was removed by biliary excretion these results will be applied to continuing studies of poloxamer disposition in man,43|73|74|80|92|102|114,behavior|erythrocyte|membranes|polymer|after|liver|pattern
the uptake metabolism and release of aldrin and dieldrin by the lungs were studied by use of isolated perfused rabbit lungs that were artificially ventilated and perfused through the pulmonary artery both recirculating and singlepass experiments were conducted using an artificial medium as perfusate aldrin accumulated in the lung from the perfusate through two distinct phases of uptake a rapid phase involving simple diffusion and nonspecific binding and a slower phase representing its metabolic turnover as dieldrin dieldrin was not metabolized but accumulated in the lungs by a saturable and a nonsaturable process singlepass experiments with aldrin indicated that the initial velocity of uptake could be fitted to one component and a constant representing the rate of metabolism uptake of dieldrin was biphasic one phase independent of the perfusate concentration and the other saturable with respect to the perfusate concentration by the application of MM kinetics the maximum amount of dieldrin accumulation attributable to the saturable component was calculated to be mumollung our results indicate that the accumulation of these chlorinated xenobiotics takes place through the processes of simple diffusion followed by nonspecific tissue binding there was no evidence for irreversible binding of aldrin or dieldrin its epoxide in the lung while the lung plays a role in metabolizing aldrin to dieldrin followed by a transient storage neither substrate has the potential for longterm storage in the lung,144,michaelismenten
the nature of the inhibitory effects of the major metabolite of diphenylhydantoin phydroxyphenylphenylhydantoin hpph on the in vitro metabolism of EM and aniline by rat hepatic microsomes was examined the ndemethylation of EM was competitively inhibited by hpph whereas inhibition of the hydroxylation of aniline was not competitive the spectrum produced by hpph when added to microsomal suspensions does not resemble the CP type i or type ii spectra but rather a reversed type i spectrum spectral evidence is presented indicating that hpph also diminishes the magnitude of the spectral change produced by type i and ii EDC,20|32|62|97,ethylmorphine|ethylmorphine|classical|compounds
the effect of walker RT on sulphacetamide distribution was studied in rats days after tumor implantation in a hind leg T3 p.o. of sulphacetamide and min the concentration of the drug was found to be lower in the plasma and liver of tumorbearing rats when compared with that of control group however min T3 sulphacetamide administration the concentration of the drug in these same tissues was found to be higher in tumorbearing rats than in control animals whereas the tumor had no apparent effect on sulphacetamide concentration in the BB drug concentrations in the fat tissue of TB rats were constantly higher than those of control animals these changes in sulphacentamide disposition kinetics could be explained in part by delay in gastrointestinal absorption of the drug contrary to what was observed T3 oral administration constantly higher drug concentrations were found in the plasma of TB rats T3 iv injection of sulphacetamide furthermore the halflife of sulphacetamide in these same animals was much higher than in control animals it is concluded that in walker tumorbearing rats there are changes in the kinetics of sulphacetamide which are functions of the route of administration of the drug,4|20|21|53|89|97|131|144|146,tumor|after|oral administration|after|brain|tumorbearing|after|tumorbearing|after
cytochrome p was assayed in rat CL homogenates and microsomes in order to calculate microsomal recoveries and correct for losses during UC or sedimentation in presence of cacl the values obtained for QTc microsomal protein in untreated female spraguedawley rats were between and mgg of liver the assay of cytochrome p in liver homogenate is accurate enough to calculate a reproducible REC factor the value of the method lies in its rapidity its capacity to correct over a wide range of losses and its capacity to yield reliable values of the total microsomal protein mass the limits of this method include overestimation of homogenate cytochrome p and inability to correct for nonmicrosomal protein contamination overestimation of cytochrome p can be QTc by measuring the difference in absorbance between and nm with the extinction coefficient of mmcm to be accurate cytochrome p determination on microsomes must be done at protein concentrations of about mgml the error inherent to the method may be kept constant and minimal the use of correction for microsomal losses is recommended in order to obtain uniformity between results from various laboratories and adequate rho with in vivo studies of microsomal functions,6|21|32|61|120|186,liver|ultracentrifugation|corrected|recovery|corrected|correlation
because of increasing evidence for the heterogeneity of polypeptide hormones studies of the molecular species of human placental lactogen hpl were initiated when extracts of freshly delivered human placentas were passed over sephadex g in m ammonium carbonate three immunoreactive peaks were detected in addition to a peak corresponding to native hpl kav and one in the void volume a consistent peak which eluted before hpl kav was present the latter represented of total hormonal activity and could be rerun without significant conversion to hpl in m urea the peak continued to behave as a C1 molecular weight form on both sephadex chromatography and on polyacrylamide disc gel electrophoresis extraction procedures at both neutral and ALP ph produced similar quantities of the larger material iiodohpl was not converted to the larger form by the conditions of extraction or analysis these properties are consistent with a larger molecular weight nonaggregated form of hpl in comparison with the native hormone the idsplacement curves for the larger form were parallel in radioimmunoassay studies sera obtained from pregnant women during various stages of gestation also showed consistent evidence for a large molecular weight form of the hormone these observations provide direct evidence both in placental tissue and in serum for big hpl,95|115,large|alkaline
the transfer of so from water to air by bursting bubbles was studied as a CF of three C2 each of three variables in a bubbling solution the variables were ph surfactant concentration and na so concentration one combination of the above variables was also studied at three different temperatures sterile water solutions containing different combinations of the above factors and a fixed amount of nacl were bubbled in an enclosure for hour after bubbling samples of the aerosol produced the larger drops that fell out of the air and the bulk solution were collected and assayed for their s and na content using liquid scintillation counting the sna enrichment for each droplet sample as compared to the ratio for the bulk solution was determined and it was found to be dependent upon the combination of the factor C2 being bubbled both positive and negative enrichments were found with large positive enrichments being found consistently only for the highest value of surfactant concentration the temperature study showed no significant enrichment differences for any of the three temperatures studied,15|18|138,function|levels|levels
horse liver alcohol dehydrogenase was reacted with glyoxal at different ph values ranging from to at ph the enzyme undergoes a rapid activation over the first minutes of reaction followed by a decline of activity which reaches of that of the native enzyme chemical analysis of the inactivated enzyme after sodium borohydride reduction shows that argiine and lysine residues per mole are modified at ph the enzyme activity increases during the first hour of the reaction with glyoxal and then decreases slowly chemical analysis shows that arginine and lysine residues per mole are modified in the enzyme at the maximum of activation at ph the enzyme undergoes a fold activation chemical analysis shows that in this activated enzyme lysine and no arginine residues per mole have been modified steadystate kinetic analysis suggests that the G1 enzyme is not subjected to ATP inhibition and that its K(m) for ethanol is three times larger than that of the native enzyme the possible role of Arg and lysine residues in the catalytic function of CL alcohol dehydrogenase is discussed,134|140|145|162|171,activated|substrate|michaelis constant|arginine|liver
epileptiform after discharges evoked by repetitive electrical stimulation of chronically isolated cortical slabs cat were shortened by low doses of phenobarbital but not affected by hypnotic doses of pentobarbital both pentobarbital and phenobarbital raised threshold and lowered spike amplitude in isolated sciatic nerves the action of both drugs was increased by reducing na in the medium and by decreasing the ringers ph similar to the action of other general anesthetics the axonal effect of pentobarbital was enhanced by do replacement for ho in the ringers suggesting that tissue water is involved in pentobarbital action whereas do replacement did not modify the action of phenobarbital or of local anesthetics these results suggest that the varying in vivo effects of pentobarbital and phenobarbital may be due to a difference in their action upon excitable membranes rather than to a different regional distribution in BB,141,brain
in deltachymotrypsin the CR of methionine towards pnitrophenacyl bromide is strongly reduced when the alphaamino group of isoleucine has been acetylated since acetylation of isoleucine brings deltachymotrypsin to a conformation similar to its ALP one this suggests that methionine should present an impaired reactivity in the alkaline conformation of the protein it is indeed observed that its chemical CR as a CF of ph depends on the ionization state of the alphaamino group of isoleucine pkapp at degrees c as does the structure of the enzyme reciprocally T3 chemical reaction of methionine with hydrogen peroxide isoleucine presents a slower rate of reaction with fluorescamine than when methionine is free as a result of methionine oxidation the apparent pk of the alkaline transition is shifted from to about at degrees c this is reflected in the disappearance of the lag phase previously observed for the initial activity of the enzyme when it is incubated at alkaline ph eur j biochem the absence of chemical reactivity of methionine in the alkaline state of the enzyme is confirmed by the appearance of a lag phase in the reaction of the protein with iodoacetate after an incubation at ALP ph such a lag phase does not appear when this incubation is carried out at neutral ph since this lag phase is similar to that which shows up in the activity during the isomerization of the enzyme from its alkaline to its neutral state the present data are interpreted as implying a concerted movement of isoleucine and methionine during this isomerization process they also indicate that in the alkaline form of the enzyme methionine has moved back into the interior of the protein since the spectroscopic properties of the zymogen and of the highph form of the enzyme are similar they suggest that Met occupies in the alkaline conformation of the enzyme a similar position as it does in the zymogen,3|33|58|61|87|194|298,reactivity|alkaline|reactivity|function|after|alkaline|methionine
the kinetic mechanism of action of octopine dehydrogenase was investigated this enzyme catalyses the reversible dehydrogenation of doctopine to larginine and Pyr in the presence of nicotinamideadenine dinucleotide initial velocity and product inhibition studies were carried out in both directions most of the results are consistent with a biter sequential mechanism where nad binds first to the enzyme followed by doctopine and the products are released in the order larginine pyruvate and nadh various kinetic parameters were determined for each reactant at degrees c at ph for nad reduction at ph for nadh oxidation,21,pyruvate
the steadystate kinetics of the interconversion of co and hco catalyzed by human carbonic anhydrase c was studied using ho and ho as solvents the phindependent parts of the parameters kcat and km are times larger in ho than in ho for both directions of the reaction while the ratios kcatkm show much smaller isotope effects with either co or hco as substrate the major ph dependence is observed in kcat while km appears independent of ph the pka value characterizing the phrate profiles is approximately unit larger in ho than in ho the hydrolysis of pnitrophenyl acetate catalyzed by human carbonic anhudrase c is approximately faster in ho than in ho in both solvents the pka values of the phrate profiles are similar to those observed for the cohco interconversion it is tentatively proposed that the ratelimiting step at saturating concentrations of co or hco is an intramolecular proton transfer between two ionizing CG in the AS site it cannot be decided whether the transformation between enzymebound co and hco involves a proton trnasfer or not,154|157,groups|active
two isoenzymes of an nadp dependent cinnamyl alcohol dehydrogenase and an nad dependent aliphatic alcohol dehydrogenase were extracted from cell suspension cultures of soybean glycine max l var mandarin which form lignin during growth these enzymes could be separated from each other by chromatography on deaecellulose and hydroxyapatite the cinnamyl alcohol dehydrogenase isoenzymes were partially purified by nhso fractionation and column chromatography on deaecellulose sephadex g and hydroxyapatite the molecular weight of the enzymes were estimated by the elution volumes from a sephadex g column and were found to be about isoenzyme and isoenzyme maximum rates of reaction were observed in the case of coniferyl alcohol oxidation at ph isoenzyme and ph isoenzyme in the reverse reaction ph was optimal for isoenzyme whereas isoenzyme is specific for coniferyl alcohol isoenzyme can also oxidize cinnamyl alcohol and a number of substituted cinnamyl alcohols km values for substituted cinnamaldehydes are times lower than for the corresponding alcohols neither isoenzyme reacted with BA anisic alcohol or ethanol ATP inhibition for the forward and reverse reaction was found with isoenzyme but not with isoenzyme the equilibrium constant was determined to be about in favour of coniferaldehyde reduction the possible role of the cinnamyl alcohol dehydrogenase in lignin biosynthesis is discussed,159|164,benzyl alcohol|substrate
the presence of activatorsamp and sulphate or inhibitorsacetylcoa has no influence on the hill coefficient of the sshaped pyruvatevelocity curve of either the pyruvatenad overall reactionh equals or that of the pyruvatekfecn activity of the first enzyme h equals ph studies indicated that the hill coefficient is dependent on subunit ionization within the pyruvatecontaining complex and not on those in the free complex it is concluded that Pyr conversion rather that pyruvate IB is responsible for the allosteric DP the activity is due to absence of a protein kinase mainly regulated at the acetylcoacoa and nadhnad levels and by the value of the energy charge,67|72|78,pyruvate|binding|pattern
arginine decarboxylase which makes its appearance in lathyrus sativus seedlings after h of seed germination reaches its highest level around days the cotyledons containing about of the total activity in the seedlings at day the cytosol enzyme was purified fold from whole seedlings by steps involving manganese chloride treatment ammonium sulphate and acetone fractionations positive adsorption on alumina cgamma gel deaesephadex chromatography followed by preparative disc gel PACE the enzyme was shown to be homogeneous by electrophoretic and immunological criteria had a molecular weight of and appears to be a hexamer with MZ subunits the optimal ph and temperature for the enzyme activity were and degrees c respectively the enzyme follows typical MM kinetics with a km value of mm for Arg though mn at lower concentrations stimulated the CEA there was no dependence of the enzyme on any metal for the activity the ADC of l sativus is a sulfhydryl enzyme the data on cofactor requirement inhibition by carbonyl reagents reducing agents and pyridoxal phosphate inhibitors and a partial reversal by pyridoxal phosphate of inhibition by pyridoxalhcl suggests that pyridoxal phosphate is involved as a cofactor for the enzyme the enzyme activity was inhibited competitively by various amines including the product agmatine highest inhibition was obtained with spermine and arcain the substrate analogue lcanavanine homologue lhomoarginine and other basic amino acids like llysine and Orn inhibited the enzyme activity competitively homoarginine being the most ERP in this respect,67|92|112|121|129|144|225|235,electrophoresis|identical|michaelismenten|arginine|enzyme activity|arginine decarboxylase|lornithine|effective
chymotrypsinogen has been successfully renatured in solution after reduction of its disulfide bonds in m guanidinehcl this has been made possible by the T0 of the renaturation of a MM derivative polyalanylchymotrypsinogen the reduced derivative is shown to refold and reoxodize spontaneously with a yield into molecules which are monomeric and fully susceptible to activation by TR chymotrypsinogen can also be renatured but only in the presence of reagents allowing disulfide interchange and of moderate concentrations of guanidinehcl or urea these results illustrate how the kinetic trapping of incorrectly folded molecules by wrong ss bonds and aggregation can be overcome thus allowing the correct refolding of the protein,23|29|56,study|model|trypsin
yeast hexokinase a atpdhexose phosphotransferase ec dissociates into its subunits upon reaction with SA the chemically modified subunits could be isolated in a catalytically active form the km values found for atp and for glucose were of the some order as those found for the native enzyme of the amino groups present per enzyme subunit of these groups might be located in the proximity of the region of subunit interactions the loss of the initial activity which follows the succinylation of these more reactive amino CG does not seem to be due to the modification of a residue on the enzyme AS site or to a change of the tertiary structure of the protein this loss of the enzyme activity may be related to the dissociation of the dimer into monomers both native enzyme and the succinylated subunits have the same hdependent denaturation rate profiles in response to m urea moreover the apparent pk of the group involved in the transition from a more stable conformation of the protein in the acid range to a less SD one at alkaline ph seems to be similar to the pk of the group implicated in the transition between the protonated inactive form of the enzyme and an active deprotonated form the succinylated subunit presents negative cooperativity with respect to atp at slightly acid ph however the bursttype slow transient in the reaction progress curve and the activation effect induced by physiological polyanions effects observed for the native enzyme were not detected in the standard exp conditions with the succinylated S1,13|85|101|176|252|257,succinic anhydride|groups|active|stable|experimental|subunit
lipid peroxide formation was initiated by the addition of either adpcomplexed fe or cumene hydroperoxide to a suspension of isolated hepatocytes the reaction was monitored by malonaldehyde measurements upon the addition of iron malonaldehyde production in the cells started immediately but ceased within min and the response was doserelated with iron concentrations ranging from to mum malonaldehyde formation was associated with increased oxygen uptake and conjugated diene production the addition in vitro of nnnntetramethylpphenylenediamine menadione or pbenzoquinone inhibited the ironinduced malonaldehyde production it was also possible to demonstrate an apparent disappearance of malonaldehyde from fresh cells by addition of adequate amounts of nnnntetramethylpphenylenediamine mum the attenuation of the ironinduced malonaldehyde production was found to be correlated with an increased binding of iron to an intracellular ferritin fraction further malonaldehyde formation was also associated with a conversion of reduced glutathione to the Ox form which in turn revealed a faster permeation out of the cells into the surrounding medium of the oxidized than of the reduced thiol so concomitant with the redox alterations there was also an overall loss of glutathione from the cells cumene hydroperoxideinduced malonaldehyde production could be initiated by the addition of this peroxide in concentrations ranging from mum to the liver cell incubate with concentrations below mum a lag phase was present which seemed to be glutathionedependent it is concluded that iron enters the cell then is probably reduced inside the cell by nadph via the nadphcytochrome p reductase and in the reduced state initiates lipid peroxidation the reaction is inhibited by intracellular mechanisms the glutathione redox system being of principal importance and possibly terminated by the ironapoferritin complex formation,141,oxidized
two mitochondrial forms of acetoacetylcoa thiolases designated as enzyme a and enzyme b were crystallized from ox liver they could be shown to be homogenous by polyacrylamide gel electrophoresis in direction of acetoacetylcoa cleavage enzyme a shows a double competitive ATP inhibition when acetoacetylcoa is varied at different fixed coa concentrations with enzyme b a parallel kinetic pattern is obtained when acetoacetylcoa is varied at different fixed coa concentrations in direction of acetoacetylcoa synthesis both enzymes show linear reciprocal plots of initial velocities against acetylcoa concentrations in absence of coa these initial velocity kinetics in the forward and in the reverse direction are in accordance with a pingpong mechanism of reaction for both enzymes involving an acetylsenzyme as intermediate under saturating concentrations of substrate the ratios of acetoacetylcoa synthesisacetoacetylcoa cleavage is for enzyme a and for enzyme b the maximum velocity in direction of acetoacetylcoa synthesis of enzymes a and b are mumol x min x unit thiolase and mumol x min x unit thiolase respectively both enzymes show nearly the same affinity for acetylcoa the km values are mum enzyme a and mum enzyme b coenzyme a and acetoacetylcoa both act as inhibitors in direction of acetoacetylcoa synthesis coenzyme a is a nonlinear competitive inhibitor of both enzymes acetoacetylcoa exerts a negative cooperativity on enzyme a nh and is a competitive inhibitor for enzyme b ki mum the catalytic and regulatory properties of the acetoacetylcoa thiolases a and b are discussed in terms of their proposed role in regulating ketogenesis intracellular fluctuations of acetoacetylcoahydroxybutyrylcoa ratios resulting in a suspension of inhibition of both enzymes at high nadhnad ratios are postulated as a control mechanism of ketogenesis in addition to mechanisms already known,40,substrate
the existence of two different dglucosephosphate dehydrogenases in pseudomonas fluorescens has been demonstrated based on their different specificity and their different metabolic regulation one enzyme is appointed to the entnerdoudoroff pathway and the other to the HMP a procedure is described for the isolation of that dglucosephosphate dehydrogenase which forms part of the entnerdoudoroff pathway ED enzyme a fold purification was achieved with an overall yield of the final preparation having a TPS activity of about mumol nadh formed per min per mg protein was shown to be homogeneous the molecular weight of the entnerdoudoroff enzyme has been determined to be by gel permeation chromatography and that of the other enzyme zwischenferment has been shown to be the pi of the entnerdoudoroff enzyme has been shown to be and that of the zwischenferment the entnerdoudoroff enzyme is stable in the range of ph to and shows its Vmax at ph the entnerdoudoroff enzyme showed specificity for nad as well as for nadp and exhibited homotropic effects for dglucose phosphate it is inhibited by atp which acts as a negative allosteric effector other nucleoside triphosphates as well as adp are also GABA the enzyme catalyzes the transfer of the axial hydrogen at carbon of betadglucopyranose phosphate to the si face of carbon of the nicotinamide ring and must be classified as bside stereospecific dehydrogenase,36|55|72|147|190,hexose monophosphate pathway|entnerdoudoroff|specific|maximal activity|inhibitory
ultracentrifugation analyses were performed on lectins under varying conditions of ph ionic strength and temperature it has been demonstrated that the phytohemagglutinin from phaseolus vulgaris the wheat germ agglutinin and the soybean agglutinin are stable when these parameters are varied whereas the concanavalin a molecule exhibits a striking reversible dimertetramer transition with R2 in ph from to and temperature from degrees up to degrees c it has also been demonstrated that in agglutination experiments undertaken at different temperatures cells do eventually aggregate with the first three lectins provided that incubation time is sufficient whereas the concanavalinainduced agglutination was previously found to be temperaturesensitive these results strongly suggest that the effect of temperature on agglutination by lectins may essentially be due to a structural transition of the lectin itself and nott only to modification of cell surface properties,52,variation
acinetobacter ncib was isolated by elective SC on cyclohexanol and grows with this compound as sole source of carbon it displays a restricted growth spectrum being unable to grow on a wide range of alternative alicyclic alcohols and ketones cyclohexanolgrown cells oxidize the growth substrate at a rate of mul of oh per mg dry wt with the consumption of mumol of omumol substrate cyclohexanone is Ox at a similar rate with the consumption of mumol of omumol oxaoxocycloheptane and hydroxyhexanoate are both oxidized at the same slow rate of mul of oh per mg dry wt and adipate is not Ox studies with CE reveal the presence of inducible dehydrogenases for cyclohexanol hydroxyhexanoate and oxohexanoate and a monooxygenase that in conjunction with a lactonase converts cyclohexanone to hydroxyhexanoate the monooxygenase is therefore presumed to be of the lactoneforming type and the pathway for conversion of cyclohexanol to adipate cyclohexanol leads to cyclohexanone leads to oxaoxocycloheptane leads to hydroxyhexanoate leads to oxohexanoate leads to adipate for which key intermediates have been identified chromatographically is identical with the route for the oxidation of cyclohexanol by nocardia globerula cl,6|66|101|104,culture|oxidized|oxidized|cell extracts
the chemical composition of axoplasm extracted from the giant axon of myxicola infundibulum has been analysed and some of the AF which disperse its gel structure have been identified the axoplasm contains about protein and lipid it is isosmotic with sea water and has a ph near inorganic ions in extracted axoplasm include na mmolekg wet wtl k cl ca mg free organic ions in axoplasm include gly mmolekg wet st cysteic acid asp glu ala tau thr gln and ser trace homarine isethionate the gel structure is dispersed by solutions containing mmca because this ion activates an endogenous protease the gel can also be dispersed without proteilysis by solutions containing mkcl or m guanidine hydrochloride or m urea all of which break down neurofilaments it is argued that many aspects of the composition and dispersal properties of myxicola axoplasm are similar to those in other axons,20,factors
